gender,fav_number,link_color,retweet_count,sidebar_color,tweet_count,user_timezone
female,15690,CC3366,0,DBE9ED,23396,Eastern Time (US & Canada)
female,3173,F5ABB5,0,0,10558,Paris
female,2428,4A913C,0,FFFFFF,1721,Pacific Time (US & Canada)
female,1314,9AC6B7,0,0,149091,Eastern Time (US & Canada)
male,1392,4A913C,0,FFFFFF,3418,London
female,4475,0,0,0,14209,Pacific Time (US & Canada)
male,16,0084B4,0,A8C7F7,22112,Hawaii
female,182,A35D0D,0,FFFFFF,2276,London
male,49824,17B7BF,0,0,51195,London
female,2685,F5ABB5,0,BDDCAD,434403,Eastern Time (US & Canada)
male,909,0084B4,0,FFFFFF,1560,Atlantic Time (Canada)
female,684,0084B4,0,A8C7F7,28026,Pacific Time (US & Canada)
male,1224,F5ABB5,0,0,2844,Istanbul
male,2379,F5ABB5,0,FFFFFF,41896,Amsterdam
female,11306,0084B4,0,FFFFFF,34218,Central Time (US & Canada)
male,1630,0,0,FFFFFF,6755,Hong Kong
male,11045,3B94D9,0,0,153389,London
female,2289,B40B43,0,CC3366,11036,-
female,1481,FF0000,0,FFFFFF,14319,Eastern Time (US & Canada)
male,928,FA743E,0,0,589,-
male,5,0084B4,0,FFFFFF,454,London
male,6029,9F792C,0,FFFFFF,6161,Eastern Time (US & Canada)
female,321,303047,0,FFFFFF,5824,Edinburgh
female,23,ABB8C2,0,0,114,Arizona
female,3401,38543,0,FFFFFF,56861,Quito
male,1015,1F98C7,0,0,8577,Eastern Time (US & Canada)
female,8735,DD2E44,0,0,5586,-
female,0,30357,0,FFFFFF,76231,Central Time (US & Canada)
female,54635,405,0,FFFFFF,177810,Dublin
female,15568,777777,1,FFFFFF,19081,Dublin
male,575,0057B3,0,0,11864,Tijuana
male,26697,ABB8C5,0,FFFFFF,166876,Beijing
male,2325,0084B4,0,0,11831,Eastern Time (US & Canada)
female,336,3B94D9,0,0,21936,Pacific Time (US & Canada)
female,1705,3B94D9,0,0,1984,Central Time (US & Canada)
female,116,00FF95,0,0,1488,Pacific Time (US & Canada)
male,1611,07455C,0,FFFFFF,12533,Eastern Time (US & Canada)
male,197,ABB8C2,0,0,72964,London
female,776,9999,0,0,3068,Central Time (US & Canada)
male,1891,3B94D9,0,0,7379,Bucharest
male,3622,700466,0,0,7208,-
male,400,3B94D9,0,0,4165,London
male,3098,2A282B,0,FFFFFF,96173,Athens
female,14271,9266CC,0,0,87773,Central Time (US & Canada)
female,516,253A8F,0,FFFFFF,5476,Central Time (US & Canada)
male,135,FA743E,0,0,869,Amsterdam
female,7072,9007AB,0,FFFFFF,20587,Pacific Time (US & Canada)
female,1852,F5ABB5,0,0,1513,-
male,3879,0099B9,0,5ED4DC,8193,-
male,1564,FA743E,0,0,20570,Eastern Time (US & Canada)
female,303,4A913C,0,0,182,-
female,2585,0,0,FFFFFF,1276,Eastern Time (US & Canada)
female,17293,0,0,FFFFFF,30545,Eastern Time (US & Canada)
male,1201,FA743E,0,FFFFFF,5839,Amsterdam
female,739,94D487,0,0,7574,-
female,431,4D93B8,0,FFFFFF,2213,Athens
male,202,ABB8C2,0,0,3919,Sydney
female,1229,1D7AF2,0,DFDFDF,14724,Eastern Time (US & Canada)
male,2733,2FC2EF,0,0,12477,Quito
male,3706,0084B4,1,A8C7F7,8302,Hawaii
male,26216,424242,0,0,16215,Central Time (US & Canada)
female,924,06B3B3,0,0,221641,Quito
female,602,0084B4,0,BDDCAD,3335,Sydney
female,380,FF0000,0,FFFFFF,8205,Hawaii
male,5811,9266CC,0,0,4560,Eastern Time (US & Canada)
female,0,0084B4,0,A8C7F7,613,Alaska
female,21246,9266CC,0,FFFFFF,29459,Atlantic Time (Canada)
male,597,80755,0,0,15507,New Delhi
female,15801,575257,0,0,18746,Atlantic Time (Canada)
female,3056,3549CC,0,F0A830,25546,London
male,4651,3B94D9,0,0,3900,Pacific Time (US & Canada)
male,35946,9266CC,0,0,25917,Pacific Time (US & Canada)
male,3946,0084B4,0,FFFFFF,3790,Pacific Time (US & Canada)
female,1393,B309AD,0,FFFFFF,15410,Quito
male,1142,3B94D9,0,181A1E,87627,London
female,4542,FF57B1,0,FFFFFF,16372,Alaska
female,797,969392,0,0,6364,Madrid
female,138,89C9FA,0,0,287,London
female,58006,388CAB,0,0,20821,Atlantic Time (Canada)
female,50,A15EE0,0,0,25368,Pacific Time (US & Canada)
female,981,DD2E44,0,FFFFFF,40590,Pacific Time (US & Canada)
female,15920,9266CC,0,0,28426,Pacific Time (US & Canada)
male,24385,0084B4,0,FFFFFF,50305,Central Time (US & Canada)
female,7177,52EBC0,0,FFFFFF,11194,Alaska
male,0,DD2E44,0,0,32011,Arizona
male,4217,0084B4,0,FFFFFF,40771,Central Time (US & Canada)
female,2177,0084B4,0,FFFFFF,2608,-
female,11524,0084B4,0,FFFFFF,89424,Eastern Time (US & Canada)
female,1136,0084B4,0,FFFFFF,4547,Casablanca
male,2023,666666,0,0,42796,Eastern Time (US & Canada)
male,18303,9999,0,FFFFFF,57204,Central Time (US & Canada)
female,4604,0084B4,0,FFFFFF,22168,Arizona
female,677,D02B55,0,FFFFFF,35984,Central Time (US & Canada)
male,2105,0084B4,0,FFFFFF,22628,Eastern Time (US & Canada)
female,2053,00FFF2,1,FFFFFF,14420,Pacific Time (US & Canada)
male,99,3B94D9,0,0,981,Eastern Time (US & Canada)
male,365,4355AD,0,FFFFFF,37543,Pacific Time (US & Canada)
female,9641,89C9FA,0,0,56016,Hawaii
male,6,0,0,0,408,Eastern Time (US & Canada)
female,6698,38543,0,0,21981,Central Time (US & Canada)
female,4293,9999,1,FFFFFF,18021,-
male,2776,9999,0,FFFFFF,8151,Pacific Time (US & Canada)
female,134,0099B9,0,FFFFFF,100371,Moscow
male,515,4A913C,0,0,3431,Hawaii
female,5961,FF0000,0,65B0DA,15500,Atlantic Time (Canada)
male,547,3B94D9,1,0,6575,Eastern Time (US & Canada)
male,155,0084B4,0,0,7290,Pacific Time (US & Canada)
female,17185,EDB9B2,0,FFFFFF,41824,London
male,1,0099B9,0,5ED4DC,19021,Brisbane
female,6339,0099CC,0,0,26789,Auckland
female,1444,0,0,0,3134,Pacific Time (US & Canada)
female,982,F5ABB5,0,FFFFFF,698,Central Time (US & Canada)
female,1682,DD2E44,0,0,4575,-
female,6170,4A913C,0,FFFFFF,34553,Atlantic Time (Canada)
female,1228,F5ABB5,0,0,166830,Quito
female,117,F5ABB5,0,0,246,Pacific Time (US & Canada)
female,120,F5ABB5,0,FFFFFF,2016,Central Time (US & Canada)
female,10202,402003,0,0,87324,Atlantic Time (Canada)
female,4615,2FC2EF,0,181A1E,101859,-
male,42165,0084B4,0,A8C7F7,1111596,Pacific Time (US & Canada)
female,1010,365680,1,FFFFFF,293327,Rome
female,18694,88253,0,FFFFFF,20114,Atlantic Time (Canada)
female,37,3B94D9,0,0,155,Central Time (US & Canada)
male,347,9999,0,0,11557,-
female,242,9266CC,0,0,268,Pacific Time (US & Canada)
male,17510,9266CC,0,0,583,Eastern Time (US & Canada)
female,7528,DD2E44,0,FFFFFF,50304,Eastern Time (US & Canada)
female,2768,F5ABB5,0,0,96,-
male,12718,DD2E44,0,0,22682,Amsterdam
female,5566,09B3F0,0,0,1637,Arizona
male,4475,0,0,0,14209,Pacific Time (US & Canada)
female,52888,614051,2,FFFFFF,18847,Central Time (US & Canada)
male,4096,ABB8C2,0,0,8311,Central Time (US & Canada)
female,591,89C9FA,0,0,1548,-
female,108,89C9FA,0,0,286,-
male,5976,0099B9,0,5ED4DC,8734,London
male,14317,9999,0,5ED4DC,27045,London
female,17225,F5ABB5,1,0,9469,-
female,8120,ABB8C2,0,FFFFFF,289964,Buenos Aires
female,17870,743DA8,0,FFFFFF,30697,Arizona
male,1502,DD2E44,0,0,6799,-
male,11484,2FC2EF,0,181A1E,4267,Pacific Time (US & Canada)
female,1129,3B94D9,0,0,3676,London
male,6524,ABB8C2,0,0,2831,Central Time (US & Canada)
male,984,3B94D9,0,FFFFFF,17779,Amsterdam
female,42688,43465C,0,0,59798,London
male,2503,DD2E44,0,0,202518,Berlin
female,14,DD2E44,0,0,151,Mountain Time (US & Canada)
female,2035,0099B9,0,FFFFFF,19712,Quito
male,42,0084B4,0,BDDCAD,32124,Eastern Time (US & Canada)
female,3540,009AB9,0,FFFFFF,12924,Pacific Time (US & Canada)
male,16544,FA743E,0,FFFFFF,39784,-
male,7818,990000,0,FFFFFF,5024,Arizona
female,3642,4DB8B8,0,0,24484,-
female,1644,3B94D9,0,FFFFFF,2187,Pacific Time (US & Canada)
male,4003,0084B4,0,BDDCAD,16826,Central Time (US & Canada)
male,35039,9266CC,0,FFFFFF,104888,Atlantic Time (Canada)
male,1972,0084B4,0,0,70045,Eastern Time (US & Canada)
male,1049,0084B4,0,FFFFFF,6848,-
female,191,0084B4,0,FFFFFF,6699,Eastern Time (US & Canada)
male,2507,0084B4,0,FFFFFF,810,Pacific Time (US & Canada)
female,4381,ABB8C2,0,FFFFFF,106414,Caracas
male,174,0084B4,0,FFFFFF,1235,Quito
male,4695,9266CC,0,0,3703,Sofia
female,16260,DD2E44,0,0,35050,-
male,4454,DD2E44,0,FFFFFF,5406,Eastern Time (US & Canada)
female,149,CECEF6,0,0,97343,-
male,703,0084B4,0,FFFFFF,10738,Atlantic Time (Canada)
male,231,2FC2EF,0,181A1E,816,-
female,243,F5ABB5,0,0,425,Tijuana
female,1118,DD2E44,0,0,16087,Pacific Time (US & Canada)
female,43195,DD2E44,0,0,32164,London
female,1075,9266CC,0,FFFFFF,40806,Central Time (US & Canada)
male,5672,0099B9,0,5ED4DC,38410,Santiago
male,239,0084B4,0,FFFFFF,15654,London
male,907,0084B4,0,A8C7F7,7813,-
female,2601,F5ABB5,0,FFFFFF,49257,Central Time (US & Canada)
female,79585,4A913C,0,0,12905,Eastern Time (US & Canada)
male,532,1A27B0,0,0,7293,Paris
male,216,0084B4,0,FFFFFF,4410,Edinburgh
male,2960,0084B4,0,0,7731,Baghdad
female,5144,CE7834,0,F0A830,5020,-
female,2753,204D85,0,0,1784,Quito
female,6981,DD2E44,0,181A1E,3713,London
male,910,0099B9,0,FFFFFF,4223,London
male,1,0099B9,0,5ED4DC,24293,-
female,14771,F5ABB5,0,0,49274,Arizona
female,20397,0000FF,0,0,85994,Eastern Time (US & Canada)
male,1,7F0000,0,0,7,-
male,18757,0B4C5F,0,0,16671,-
female,87309,9266CC,0,0,77894,Casablanca
male,96,9999,0,FFFFFF,882,Eastern Time (US & Canada)
female,8543,FF816B,0,FFFFFF,91838,Central Time (US & Canada)
female,2576,0,0,0,9734,Hawaii
female,4897,0,1,FFFFFF,5153,Eastern Time (US & Canada)
female,1573,0084B4,0,0,12896,Arizona
male,50519,0009B3,1,0,44876,Eastern Time (US & Canada)
male,1005,0084B4,0,FFFFFF,15455,Central Time (US & Canada)
female,1071,B40B43,0,0,1417,Athens
female,20621,ABB8C2,0,FFFFFF,17137,Pacific Time (US & Canada)
female,2671,DD2E44,0,0,4579,Greenland
female,270,05B0FF,0,0,19244,Eastern Time (US & Canada)
male,1618,9266CC,0,0,3886,-
female,2601,0,0,FFFFFF,5079,London
male,558,0,0,0,1536,Indiana (East)
female,764,17AAD6,0,0,3740,Baghdad
female,23338,4A913C,0,0,13662,Pacific Time (US & Canada)
female,1203,4A913C,0,F0A830,467,London
female,54635,405,0,FFFFFF,177811,Dublin
male,111,9D582E,0,FFFFFF,272099,Paris
female,7222,ABB8C2,0,0,9521,Arizona
female,2453,89C9FA,0,FFFFFF,39107,-
male,269,3B94D9,0,FFFFFF,10731,Pacific Time (US & Canada)
female,165,FA743E,0,0,75568,Central America
female,36909,89C9FA,0,DFDFDF,80949,-
male,4755,50505,0,0,95308,Pacific Time (US & Canada)
male,329,851304,0,0,6718,Hawaii
male,3763,2FC2EF,0,181A1E,2535,Central Time (US & Canada)
male,3967,2FC2EF,0,181A1E,20943,Pacific Time (US & Canada)
female,629,ABB8C2,0,FFFFFF,61166,Greenland
male,4830,FA743E,0,0,9300,Pacific Time (US & Canada)
female,17469,3B94D9,0,FFFFFF,26143,London
male,5812,DD2E44,0,FFFFFF,18648,Athens
female,19023,0084B4,0,FFFFFF,36004,Arizona
female,14,3B94D9,0,0,1038,-
female,5,D65222,0,FFFFFF,10673,Quito
female,14725,E00BE0,0,FFFFFF,13678,Hawaii
female,1125,CF0404,0,0,46826,Amsterdam
male,20918,0099B9,0,5ED4DC,4291,Pacific Time (US & Canada)
male,30956,3B94D9,0,FFFFFF,76407,Atlantic Time (Canada)
female,0,DD2E44,0,0,17979,-
female,1698,D02B54,0,0,12115,Edinburgh
female,6683,F5ABB5,0,FFFFFF,13607,Bern
female,95,9266CC,0,FFFFFF,5396,Pacific Time (US & Canada)
male,6851,0084B4,1,FFFFFF,128493,Nairobi
female,15110,63320A,0,FFFFFF,51484,Pacific Time (US & Canada)
male,2077,11,0,0,13600,Ljubljana
male,4057,0E751C,0,0,30855,Abu Dhabi
female,4709,0099B9,1,5ED4DC,9206,Eastern Time (US & Canada)
female,3106,9266CC,0,FFFFFF,5463,Arizona
female,11832,DD2DDD,6,FFFFFF,19007,London
male,3059,9.39E+81,0,FFFFFF,13025,Eastern Time (US & Canada)
female,1217,0,0,FFFFFF,83375,Hawaii
female,310,D92554,0,FFFFFF,816,London
male,2710,4A913C,0,FFFFFF,16126,Midway Island
female,4118,0084B4,0,FFFFFF,65741,Athens
male,39,0084B4,0,A8C7F7,181,-
female,1411,DD2E44,0,0,1154,-
male,2117,A400B3,0,FFFFFF,3684,Eastern Time (US & Canada)
female,569,4EBAB9,0,FFFFFF,1847,La Paz
female,1318,F5ABB5,0,FFFFFF,53682,Brasilia
female,52,50505,0,FFFFFF,32593,Central Time (US & Canada)
female,15234,0084B4,0,0,6587,Hawaii
female,865,3B94D9,0,0,2734,Central Time (US & Canada)
female,8035,3B94D9,0,0,2517,-
male,691,3B94D9,0,0,385,-
female,10104,0084B4,0,FFFFFF,13122,Atlantic Time (Canada)
male,54287,FF0000,0,FFFFFF,37382,Quito
female,25849,3B94D9,0,0,171250,Eastern Time (US & Canada)
male,4090,9999,0,FFFFFF,19227,London
female,4475,0,0,0,14209,Pacific Time (US & Canada)
female,0,0084B4,0,FFFFFF,1353,Central Time (US & Canada)
male,791,2FC2EF,0,181A1E,13787,Central Time (US & Canada)
female,5346,F5ABB5,0,0,15731,Dublin
female,1,0099CC,0,0,198,-
male,7650,CC0000,0,FFFFFF,35684,Atlantic Time (Canada)
female,1194,7BB4B8,0,FFFFFF,59707,-
male,2,89C9FA,0,0,7,-
female,2202,ABB8C2,0,0,960,-
male,0,FFCC4D,0,0,1746,Kuala Lumpur
male,1919,3B94D9,0,FFFFFF,10650,London
female,634,0084B4,0,BDDCAD,112405,Quito
female,19,FF6715,0,0,795,Pacific Time (US & Canada)
male,0,0,0,0,16,-
female,1869,9266CC,0,FFFFFF,3676,Central Time (US & Canada)
male,2697,3B94D9,0,0,8693,Athens
male,222,0,0,0,3846,London
female,2155,ABB8C2,0,0,1228,Atlantic Time (Canada)
female,9573,0,0,0,30190,Rome
male,5791,9266CC,1,0,290125,Eastern Time (US & Canada)
male,1,3B94D9,1,FFFFFF,514175,Central Time (US & Canada)
female,6351,D02B55,0,FFFFFF,31234,-
male,19,0,0,0,114,Eastern Time (US & Canada)
male,23121,3B94D9,0,0,47439,New Delhi
male,31,CC3366,0,FFFFFF,1166,Eastern Time (US & Canada)
female,655,F5ABB5,0,0,5187,-
male,500,0084B4,0,FFFFFF,44895,Atlantic Time (Canada)
female,38081,38543,0,FFFFFF,13642,Arizona
female,4482,992266,0,65B0DA,2548,-
female,36030,480AF5,0,FFFFFF,101524,Pacific Time (US & Canada)
male,28,0084B4,0,FFFFFF,1252,Quito
female,852,3B94D9,0,0,420,-
female,0,4A913C,0,0,79833,Pacific Time (US & Canada)
female,433,A1D02D,0,FFFFFF,373,Eastern Time (US & Canada)
female,477,9266CC,0,0,2415,Eastern Time (US & Canada)
female,27,2FC2EF,0,181A1E,45847,Harare
male,3549,3B94D9,0,0,9693,Central Time (US & Canada)
female,1951,0084B4,0,FFFFFF,6714,-
female,3357,FF0000,1,FFFFFF,65686,Pacific Time (US & Canada)
female,2240,9266CC,0,0,8172,Pacific Time (US & Canada)
female,809,38543,0,FFFFFF,3229,Athens
male,2213,D64B00,0,0,3988,Eastern Time (US & Canada)
female,1510,9266CC,0,DFDFDF,13062,Eastern Time (US & Canada)
female,1548,941909,0,FFFFFF,52852,Atlantic Time (Canada)
female,7425,9266CC,0,0,5964,Pacific Time (US & Canada)
male,2789,FA743E,0,0,9874,Pacific Time (US & Canada)
male,1144,ABB8C2,1,FFFFFF,4541,Eastern Time (US & Canada)
male,8980,0084B4,3,FFFFFF,51429,Eastern Time (US & Canada)
female,6,0084B4,0,FFFFFF,1100,Central Time (US & Canada)
female,2449,0084B4,0,FFFFFF,13919,Amsterdam
male,54635,405,0,FFFFFF,177811,Dublin
female,5812,89C9FA,0,0,28088,Beijing
female,6519,25E632,0,65B0DA,2692,-
female,8302,F5ABB5,0,0,11691,-
male,287,9999,0,FFFFFF,30299,-
female,1039,FF0000,0,FFFFFF,3557,Casablanca
male,105,0084B4,0,FFFFFF,11286,Harare
male,5650,DD2E44,0,0,537,-
female,1675,0,0,FFFFFF,9261,Eastern Time (US & Canada)
male,259583,9999,0,FFFFFF,33759,Berlin
female,363,4A913C,0,0,270,-
male,63,514456,0,0,39712,Pacific Time (US & Canada)
female,1832,FF0000,0,0,4966,Mountain Time (US & Canada)
female,39,94D487,0,0,382,London
female,5209,ABB8C2,0,0,3319,Eastern Time (US & Canada)
female,64,DD2E44,0,0,2079,Pacific Time (US & Canada)
male,16105,AFB2B3,0,FFFFFF,85524,Warsaw
female,2104,F5ABB5,0,FFFFFF,2304,Mountain Time (US & Canada)
female,33356,9266CC,0,FFFFFF,140727,Athens
female,11462,38543,0,FFFFFF,38952,America/Los_Angeles
male,79,CC33CC,0,FFFFFF,426,Amsterdam
female,990,CC3366,0,DBE9ED,12634,-
female,13690,0099B9,0,5ED4DC,11071,Pacific Time (US & Canada)
male,27470,182469,0,0,87977,London
female,7359,993366,0,FFFFFF,17544,America/New_York
female,23,0,0,FFFFFF,21898,Quito
female,3989,9999,0,0,49208,Santiago
female,3357,F5ABB5,0,FFFFFF,15358,-
male,1464,0099B9,0,FFFFFF,24825,Eastern Time (US & Canada)
female,589,FFCC4D,0,0,5045,-
male,18501,3B94D9,0,FFFFFF,36724,Buenos Aires
female,60156,FA743E,0,FFFFFF,76266,London
female,8690,ABB8C2,0,0,19160,Eastern Time (US & Canada)
female,101,34FF9A,0,0,191,-
female,503,F52888,0,FFFFFF,629,Pacific Time (US & Canada)
male,1,3B94D9,1,FFFFFF,514175,Central Time (US & Canada)
female,803,1642B3,0,FFFFFF,3196,Arizona
female,0,89C9FA,0,0,2848,Central Time (US & Canada)
male,63,3D4857,0,0,121450,Eastern Time (US & Canada)
male,1752,ABB8C2,0,0,1758,Pacific Time (US & Canada)
female,4173,FC7777,0,0,14089,Pacific Time (US & Canada)
male,2836,11DE59,0,0,5764,Eastern Time (US & Canada)
male,301,8C8074,0,FFFFFF,142135,-
male,3064,B40B43,0,0,16596,Mexico City
female,387,F5ABB5,0,0,44969,-
female,219,FF0000,0,FFFFFF,1083,Alaska
male,1659,09F009,0,FFFFFF,20919,Quito
female,756,B067E0,0,FFFFFF,9156,Amsterdam
female,884,0,0,0,3362,Eastern Time (US & Canada)
male,3206,9266CC,0,65B0DA,28550,Hawaii
male,1667,9999,0,FFFFFF,19176,London
male,6235,38543,0,0,29991,-
male,6952,89C9FA,0,0,2210,Pacific Time (US & Canada)
female,4871,89C9FA,0,FFFFFF,21729,Paris
male,4966,89C9FA,0,FFFFFF,19979,London
female,4749,05080A,0,0,118046,Central Time (US & Canada)
female,17475,ABB8C2,0,FFFFFF,177637,Pacific Time (US & Canada)
female,6804,D4AF37,0,FFFFFF,17208,London
female,299,0099B9,0,5ED4DC,2955,-
male,0,0084B4,0,FFFFFF,958325,Bangkok
female,4748,89C9FA,0,FFFFFF,7766,Casablanca
male,148,0,0,0,2836,Arizona
male,10,8C8C8C,0,0,2795,Rome
female,20344,0084B4,0,FFFFFF,11794,Arizona
male,1187,4A913C,0,0,1337,Eastern Time (US & Canada)
female,131,0084B4,0,FFFFFF,18525,Arizona
female,5825,0,0,FFFFFF,8490,-
female,477,ABB8C2,0,0,1363,London
male,15451,CC3366,0,0,55821,Atlantic Time (Canada)
male,4335,DD2E44,0,0,18260,Mountain Time (US & Canada)
male,95,FA743E,0,0,535,-
female,15425,DD2E44,0,0,17382,Eastern Time (US & Canada)
male,1269,DD2E44,0,0,1962,-
male,1020,EB582F,0,FFFFFF,131,Central Time (US & Canada)
female,11498,DD2E44,0,0,99265,Pacific Time (US & Canada)
male,26,3B94D9,0,0,487,-
male,486,38543,0,FFFFFF,11432,Eastern Time (US & Canada)
male,3703,0084B4,0,FFFFFF,9126,-
male,2061,94D487,0,0,5185,-
male,1609,CC0000,0,0,19716,London
female,4628,007BFF,0,FFFFFF,4464,Santiago
female,25993,3B94D9,0,FFFFFF,58036,Atlantic Time (Canada)
female,810,DD2E44,0,0,847,Pacific Time (US & Canada)
female,3126,0084B4,0,FFFFFF,9820,-
female,6891,9999,0,0,4122,Central Time (US & Canada)
female,4181,F5ABB5,0,0,11797,Central Time (US & Canada)
male,584,9999,0,0,30241,Karachi
male,789,3B94D9,0,FFFFFF,2039,Central Time (US & Canada)
female,0,20D8EB,0,0,12968,-
female,4244,46ED2F,0,181A1E,9820,Atlantic Time (Canada)
male,33,0084B4,0,A8C7F7,2252,West Central Africa
female,10060,75875,0,FFFFFF,11751,-
female,1006,767B7D,0,FFFFFF,13426,-
male,5290,9266CC,0,0,5159,Pacific Time (US & Canada)
female,21803,0084B4,0,FFFFFF,119568,Eastern Time (US & Canada)
female,1904,0099B9,0,FFFFFF,47624,Quito
male,2387,0099B9,0,FFFFFF,34550,London
male,1,3F00B3,0,FFFFFF,22731,Ljubljana
male,25694,3795D4,0,FFFFFF,64994,Casablanca
male,135,2FC2EF,0,181A1E,5178,Central Time (US & Canada)
female,1167,B40B43,0,FFFFFF,70412,Central Time (US & Canada)
female,3033,9266CC,0,0,3589,Central Time (US & Canada)
female,2485,46962C,0,0,7157,Arizona
male,273,2FC2EF,0,181A1E,18498,Eastern Time (US & Canada)
male,1551,DD2E44,0,0,4068,-
female,12293,990000,0,DFDFDF,17221,Pacific Time (US & Canada)
female,15328,990000,0,FFFFFF,69285,Budapest
male,2,A18100,0,0,72626,Central Time (US & Canada)
female,11283,6027A1,0,FFFFFF,9947,London
male,245,779933,0,0,435759,Kuala Lumpur
female,379,4A00B9,0,0,4228,Eastern Time (US & Canada)
female,2381,363236,0,0,192107,Eastern Time (US & Canada)
female,1,ABB8C2,0,0,82,-
male,1244,BF1238,0,FFFFFF,20617,Eastern Time (US & Canada)
female,862,7F319E,0,FFFFFF,10467,Amsterdam
male,753,414242,0,FFFFFF,7759,Islamabad
male,23156,FFCC4D,0,FFFFFF,131658,Central Time (US & Canada)
female,3859,0099B9,0,5ED4DC,5428,London
female,1316,89C9FA,0,FFFFFF,110594,Eastern Time (US & Canada)
male,5570,ABB8C2,0,0,19168,Pacific Time (US & Canada)
female,1715,0084B4,0,FFFFFF,8896,-
female,5240,24F2CC,0,DBE9ED,22860,Eastern Time (US & Canada)
female,167,0,0,0,242,-
male,2847,3B94D9,0,0,24624,Eastern Time (US & Canada)
male,3957,ABB8C2,1,5ED4DC,44577,Eastern Time (US & Canada)
female,73,0084B4,0,A8C7F7,1496,Eastern Time (US & Canada)
male,7082,0084B4,1,FFFFFF,14309,Pacific Time (US & Canada)
female,1378,B40B43,0,CC3366,5017,Amsterdam
female,61223,D2691E,0,FFFFFF,61144,Amsterdam
female,0,343811,0,0,10148,Pacific Time (US & Canada)
male,10092,2FC2EF,0,181A1E,68906,Madrid
male,11993,FF8C00,0,FFFFFF,74267,Atlantic Time (Canada)
male,17262,9999,0,FFFFFF,43710,Islamabad
male,14,0084B4,0,0,4375,Pacific Time (US & Canada)
female,3608,FF0000,0,65B0DA,25388,Eastern Time (US & Canada)
female,0,B40B43,0,CC3366,411,Santiago
male,1130,2FC2EF,1,181A1E,2288,Central Time (US & Canada)
male,466,0AF712,0,FFFFFF,124006,Central Time (US & Canada)
female,31475,9999,0,FFFFFF,17963,-
male,5318,DD2E44,0,0,7155,Hanoi
male,0,2FC2EF,0,181A1E,6321,-
male,1288,2FC2EF,0,181A1E,16920,Kuwait
male,7187,89C9FA,0,0,77594,Eastern Time (US & Canada)
male,22633,ABB8C2,0,FFFFFF,36380,Alaska
male,10967,D10000,0,0,56640,Quito
male,1810,9999,0,0,94757,Central Time (US & Canada)
male,6809,D02B55,0,0,3575,Eastern Time (US & Canada)
female,103,990000,0,0,1302,Sydney
female,20495,94D487,0,0,15991,London
male,1066,ABB8C2,0,FFFFFF,14697,Baghdad
female,0,FA743E,0,0,136137,-
female,6952,CC3366,0,DBE9ED,66595,Central Time (US & Canada)
male,9631,0084B4,0,FFFFFF,55134,Atlantic Time (Canada)
female,15059,0084B4,0,FFFFFF,20798,-
female,3664,9266CC,0,0,3599,-
female,633,CC3366,0,DBE9ED,55743,Pacific Time (US & Canada)
female,8989,4A913C,0,0,33665,Eastern Time (US & Canada)
female,1,FA743E,0,0,103634,Tijuana
male,44228,FF5200,1,0,51133,Eastern Time (US & Canada)
male,0,0,0,0,2178,-
female,85855,4A913C,0,0,68001,Mountain Time (US & Canada)
female,2391,0,0,FFFFFF,32539,London
female,273,ED940E,0,FFFFFF,5119,Eastern Time (US & Canada)
male,21,0084B4,0,FFFFFF,136,Eastern Time (US & Canada)
male,26112,3B94D9,0,0,67356,Dublin
female,7192,B40B43,0,CC3366,25083,-
female,0,30357,0,FFFFFF,76231,Central Time (US & Canada)
male,2851,0099B9,0,0,5502,-
female,7086,F5ABB5,0,0,4528,Atlantic Time (Canada)
male,24727,9266CC,0,FFFFFF,82721,London
male,817,0CC2F0,0,0,11734,Eastern Time (US & Canada)
male,2702,0099B9,0,5ED4DC,24781,-
female,503,9266CC,0,0,484,-
male,337,9999,0,FFFFFF,14344,Central Time (US & Canada)
female,9491,00FF66,0,0,9822,Atlantic Time (Canada)
female,4475,0,0,0,14209,Pacific Time (US & Canada)
male,15691,611840,0,FFFFFF,50036,Pacific Time (US & Canada)
male,10985,94D487,0,0,12748,-
male,48225,0D93B8,0,FFFFFF,51883,Central Time (US & Canada)
female,6480,2E2A2A,0,FFFFFF,21419,Central Time (US & Canada)
female,6303,FF0000,0,65B0DA,4443,-
female,123,0084B4,0,A8C7F7,484,London
female,5689,0084B4,0,FFFFFF,19010,Atlantic Time (Canada)
female,2243,6.82E+06,0,65B0DA,3264,Central Time (US & Canada)
male,439,B40B43,0,CC3366,13154,-
male,248,0084B4,0,FFFFFF,13289,London
female,93,0,0,FFFFFF,6388,Central Time (US & Canada)
male,3870,0,0,0,13886,London
male,0,9999,0,FFFFFF,266,Eastern Time (US & Canada)
male,2155,F5ABB5,0,0,1194,-
female,1811,665A6E,0,FFFFFF,9660,Central Time (US & Canada)
male,0,3B94D9,0,0,26300,Pacific Time (US & Canada)
female,16770,EB1717,0,FFFFFF,34789,Atlantic Time (Canada)
male,14122,0084B4,1,A8C7F7,35472,Alaska
female,298,450000,0,0,168749,Quito
female,2378,94D487,0,0,37964,Eastern Time (US & Canada)
male,192,0084B4,0,BDDCAD,29144,Central Time (US & Canada)
female,6805,00CCFF,0,FFFFFF,12051,Arizona
male,196,DD2E44,0,FFFFFF,24049,London
male,798,00756B,0,FFFFFF,7423,Atlantic Time (Canada)
male,116,DD2E44,36,0,4129,New Delhi
